A,B,c,D,E,outcome
0.14052944531291348,-0.2079398859690352,1.1586416913978823,0.06003235119986748,-1.880345111479765,28.0
2.3944244394338035,4.502630160543352,2.2277272683971967,0.044480052428700255,0.39279606008956436,28.0
-1.6146636947111326,-0.5286267487902504,1.6970825931465237,0.07114816335219062,0.26982955563183336,69.0
0.14052944531291514,-0.2079398859690421,1.158641691397869,0.06003235119987077,-1.8803451114797565,57.0
2.9015807737594073,-1.54726272783804,0.6888873611585961,-1.8123225453864127,0.2951236858020654,18.0
2.9015807737594046,-1.5472627278380295,0.6888873611585988,-1.8123225453864158,0.29512368580206355,28.0
2.3944244394338074,4.502630160543361,2.227727268397198,0.04448005242870024,0.39279606008956736,38.93459915611815
2.8412254803034322,-1.4557705434485235,0.5030573488154755,2.6119965943537338,0.2827557848972621,43.0
2.901580773759405,-1.5472627278380373,0.688887361158597,-1.8123225453864151,0.2951236858020635,33.0
2.3944244394338012,4.502630160543351,2.2277272683971963,0.044480052428700234,0.3927960600895614,18.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,28.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,18.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,18.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,57.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,40.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,43.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,69.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,43.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,28.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,28.0
2.3944244394338012,4.502630160543351,2.2277272683971963,0.044480052428700234,0.3927960600895614,18.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,38.93459915611815
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,42.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,38.93459915611815
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,42.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,28.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,38.93459915611815
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,38.93459915611815
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,46.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,35.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,27.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,51.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,46.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,38.93459915611815
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,62.0
2.0586497493136373,-0.8785586460852651,0.8866762878617264,0.0977653006838076,-0.2939988083916253,27.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,40.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,35.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,18.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,43.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,27.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,40.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,43.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,31.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,31.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,28.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,40.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,43.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,33.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,18.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,43.0
2.3944244394338012,4.502630160543351,2.2277272683971963,0.044480052428700234,0.3927960600895614,18.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,18.0
2.3944244394338012,4.502630160543351,2.2277272683971963,0.044480052428700234,0.3927960600895614,18.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,35.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,43.0
2.9015807737594046,-1.5472627278380366,0.6888873611585973,-1.8123225453864151,0.29512368580206266,18.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,28.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,43.0
2.841225480303428,-1.455770543448524,0.5030573488154757,2.6119965943537338,0.2827557848972584,43.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,36.0
-1.6146636947111275,-0.5286267487902485,1.6970825931465217,0.07114816335218499,0.26982955563182176,38.93459915611815
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,43.0
0.14052944531291245,-0.20793988596903942,1.15864169139787,0.060032351199870625,-1.8803451114797576,66.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,35.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,43.0
2.4009621396894287,-0.876265943304996,-1.9841089291613934,-1.9440873014772961,0.6587785145911269,43.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,61.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,47.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,62.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,40.0
1.893805805363827,5.1736269450763945,-0.4452690219227936,-0.08728470366218082,0.7564508888786267,18.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,30.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,43.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,57.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,43.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,30.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,57.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,36.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,38.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,47.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,51.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,43.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,18.0
2.3406068462334515,-0.7847737589154835,-2.169938941504515,2.480231838262853,0.6464106136863227,38.93459915611815
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,57.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,48.0
-2.1152823287811033,0.14237003574279175,-0.9759136971734691,-0.06061659273869631,0.6334843844208866,27.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,46.0
1.893805805363827,5.1736269450763945,-0.4452690219227936,-0.08728470366218082,0.7564508888786267,28.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,43.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,64.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,18.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,69.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,33.0
2.4009621396894287,-0.876265943304996,-1.9841089291613934,-1.9440873014772961,0.6587785145911269,28.0
-0.36008918875706286,0.46305689856400123,-1.5143545989221205,-0.0717324048910104,-1.5166902826906934,38.0
